,dec,ra,psi,phase,redshift,mass_1,mass_2,geocent_time,luminosity_distance,theta_jn
81680,1.333938354,1.815500328,1.917069047,2.629854916,1.63903964,12.00615314,6.890301405,1104191578,12377.35205,1.728166903
77999,-0.047029465,1.250694197,3.285648528,4.013506059,1.25692401,12.31498158,27.33972379,1132548899,8904.672093,1.143094828
58985,-1.25405125,5.569000239,3.248097736,1.716232764,0.903590005,12.05554641,7.144315598,1123219887,5909.59034,1.210635747
34400,-0.558060071,2.130282538,4.130190382,2.124200031,2.755007968,6.939213225,10.98125373,1105271235,23391.22005,2.041353213
85125,0.184058076,2.162774227,2.914740083,2.350350977,0.981921554,36.02836872,10.43607043,1134474452,6551.644774,1.644488092
30208,0.149895629,1.128827923,0.399396815,2.577878353,1.484061178,14.97280463,54.26770189,1134273393,10944.49264,1.246168314
36093,-0.633779334,3.556302125,1.22015726,5.23529604,1.354947135,26.80981797,29.8824169,1116564863,9775.477905,0.896281369
11020,0.601627797,0.281355472,3.029591469,0.566112921,0.687760107,58.65951331,8.608768661,1104442042,4219.614615,1.43889147
2754,-1.004381482,0.833431502,0.563159597,4.710996127,1.927710394,49.6390036,20.49810255,1125378648,15120.70371,0.837793624
74037,-0.652798767,4.260045412,1.183834099,0.453624686,1.127321743,5.006875251,5.713647926,1132671541,7777.982605,2.125549257
4463,-1.249874753,0.334901234,5.809331777,2.354887068,3.007788568,6.36665521,15.85049221,1104537613,26011.49172,2.513909678
98444,-0.739062183,3.894152566,2.59778,3.183795361,1.398190224,42.80575458,7.225157789,1117284141,10164.3336,2.396141893
64523,0.655347923,1.673030118,4.871536077,2.825853196,6.343251323,57.34213024,5.304135044,1106823919,62953.36206,2.58856273
87440,1.290150556,1.528050617,5.675780499,5.778371567,1.883848284,8.531653002,39.26383706,1123481235,14698.21029,2.084198731
84402,-0.173324435,3.098955348,1.692761443,5.444669536,1.416542085,8.200731328,9.245099514,1133877812,10330.18867,1.077964832
49162,0.012783065,0.925225429,3.13853156,0.588248748,4.656778659,37.08736676,17.00225476,1126000032,43831.65015,1.187528412
12175,1.184705379,0.050913729,6.008688324,4.280247211,0.39634088,6.035014848,5.768111085,1131546388,2169.687341,1.801196795
84049,0.339514737,5.725653586,1.956672882,5.256843945,2.751529892,15.29977286,6.545945575,1106412434,23355.43041,1.150060691
47830,-0.276339858,3.52817055,4.252370324,3.820546726,1.782332559,7.570538887,6.125544046,1132060192,13727.88803,1.541551681
63941,-1.406578312,3.902433031,1.631112083,2.419995692,0.149649505,17.83339187,8.89156497,1119005964,716.5556712,1.852144674
39329,-0.836424809,3.255578604,0.565143892,0.451706222,1.714875777,5.853969465,11.06435997,1127011361,13089.20686,1.933862315
19616,-0.963946473,4.742588415,4.592998184,4.695366491,1.951491575,5.688575901,7.149692421,1131680027,15350.55901,1.413910382
98670,0.085591319,6.068450427,1.127273765,1.202527814,1.889692413,7.477281303,16.68331437,1118754357,14754.39246,1.316001737
9676,0.424045747,4.542149899,5.144909347,2.38312018,1.845993013,21.21133357,13.80155739,1132876486,14335.12746,1.869579607
64036,-1.052031808,3.339111949,4.01969275,5.751632761,0.78334313,7.12752023,12.76819171,1111277447,4952.638781,1.647740665
22972,-0.160112374,0.996832389,2.77472314,3.051723291,1.301244302,34.78835109,5.181489887,1131129322,9296.515461,0.646037217
80101,0.622200509,4.646542307,2.741134945,1.131152872,1.117479726,6.337349256,7.475713579,1124982527,7693.657287,2.357722481
27241,1.141566439,4.065406738,2.076201033,1.08756218,2.022373597,17.50717003,10.0899917,1130682231,16038.85098,2.259668483
84527,-1.10084207,5.691060222,5.418104275,4.163319459,1.149353897,17.54454507,41.65691629,1116468778,7967.406073,2.903687865
13522,-0.048481048,2.413805672,3.671855201,6.088757409,1.289665502,13.61378744,11.67583034,1131670959,9193.839297,1.982896915
50107,0.206961986,0.033586696,5.806284778,5.450086108,0.66168483,24.03773969,18.30528785,1118255496,4024.305157,2.230981782
11235,0.681172732,4.567327647,5.066868319,3.687528614,1.872374695,51.3926296,40.31893343,1115630332,14588.00952,0.736488293
14821,-0.636398731,5.118653095,1.723672242,3.217018093,1.143994347,44.59932743,42.30046518,1135605985,7921.244307,1.725901423
12654,-0.228849175,4.2961568,4.051389379,2.377289857,1.113777512,9.701983228,44.2772701,1127019886,7661.984397,2.718432693
33484,0.443750867,2.556637973,0.489525535,2.345500254,2.412312204,12.38382878,43.50919775,1114789076,19902.63602,0.928483169
75651,-0.370400096,5.001310321,1.307885486,0.029013133,2.324708062,11.26193396,35.69995111,1125023930,19024.01434,1.539402125
18085,-1.43223477,2.832576923,0.845988007,4.172955607,2.511328637,7.829918126,10.32690656,1107893494,20902.44662,2.823353675
9340,-0.303386531,5.71423882,3.681621853,5.48228331,1.48117702,5.067755522,18.75855081,1107365473,10918.12315,0.791823297
25971,0.155649073,3.3178854,2.881694443,0.489610619,1.96441285,33.47662281,5.436052795,1132243751,15475.67675,1.655326885
36753,-0.997948444,3.74012622,5.856244337,1.67390669,1.693632464,12.78263116,6.117716128,1118522013,12889.12914,0.992643505
9300,0.448421916,4.228947464,1.485619269,2.441574477,1.759214969,56.09761616,12.69941973,1117594210,13508.44625,0.820188265
78768,-0.290981703,1.124049231,4.762066122,5.884053208,1.450188068,16.74868092,9.154489053,1109556202,10635.51334,2.419854349
17167,0.22871667,5.152404218,2.48201025,5.670298905,1.754192285,11.24797661,55.09818677,1108710359,13460.84591,0.805880103
18556,1.018405028,5.819946261,5.710239216,3.37942653,5.802838942,37.96141905,34.93650452,1113629272,56750.4433,0.779644543
18659,0.993787783,3.788044793,2.045750421,1.958590897,1.529088336,6.673105473,9.004099234,1127108659,11357.61478,2.169527167
33198,-0.778597642,5.10981258,0.691348887,2.345470392,0.537133244,18.85871435,7.253396285,1123647257,3121.773821,1.624117872
1863,1.302392219,3.174884697,4.071263518,2.885841243,0.807521433,5.900372315,7.151411807,1121791310,5142.082956,2.510742529
92004,-1.158144799,3.063651583,0.481671964,1.595950388,1.515275873,11.73967966,6.332932305,1121590071,11230.60004,2.115677029
34876,-0.334008654,1.958443474,4.227056381,2.417355475,1.466840584,8.242121684,6.26325276,1107261208,10787.21507,2.172311207
90412,-0.895916848,4.203139032,4.320086721,1.013412076,1.189379866,13.8039407,7.777838251,1111892144,8313.794094,2.735580587
2740,0.274401531,2.946241372,0.973322125,3.885390178,0.825031281,12.50701818,6.284557331,1111819659,5280.239371,2.105039918
87260,-0.659330054,1.206765119,6.128756284,1.326164284,1.114412469,8.368347194,5.09975707,1104203216,7667.414685,1.623506349
7526,0.655235376,3.743847972,2.894578286,2.364120275,2.608467237,20.67643404,22.23465805,1124040042,21889.89794,1.506657594
33599,-0.401636769,1.121134205,2.427339133,5.503306408,2.190331053,6.559963438,5.220689492,1113613200,17687.81021,1.126836227
54193,0.271614755,6.004368065,4.855266117,1.553224064,2.445002284,16.93647151,23.3885785,1134683421,20231.94876,2.052633264
85461,1.162529262,4.31397056,2.572414562,5.070156817,2.315426842,6.563904182,24.29321345,1117811628,18931.26804,1.838516583
36154,-1.118789663,1.393330105,4.650205805,0.963997044,2.695551627,7.840829543,14.37659866,1125227407,22780.44215,0.689935211
61294,0.503875982,5.812433795,0.214771058,0.655681748,4.527260462,6.190732454,52.63869203,1126058742,42395.09102,2.63113661
79839,-1.064310118,2.189413416,1.170515461,3.36826652,3.834209006,5.804642614,13.05965336,1113232116,34805.07762,0.838704513
92884,-0.483061501,1.577619979,1.843566096,5.171016912,0.535500786,22.9832295,5.642440564,1126844928,3110.299172,1.043418158
7838,0.577852033,0.163627822,3.503457734,3.256506691,0.738524828,6.481684583,59.55973676,1129247462,4605.684176,1.889696906
52331,-0.200129659,0.267585599,1.221956012,1.556197312,2.522606534,44.16116813,9.358366195,1107883363,21016.76165,1.986308952
15067,0.570997655,0.870054781,4.606700513,0.046808976,2.015055105,5.559206191,5.044556134,1130428958,15967.56878,0.188725713
18258,-0.663474544,2.078456587,3.400090015,4.412195554,1.241703004,6.866929385,8.915076155,1133291974,8770.842894,1.744638859
26124,0.285213119,5.019282504,0.235649757,2.920793706,2.748968216,10.24175186,18.74521608,1107240141,23329.07535,1.593577687
10309,0.544164078,2.71434469,4.782475961,6.269889946,0.268874186,12.87234007,7.855502296,1124348549,1380.860579,0.387255047
27987,-0.205067953,4.570503458,3.608065679,5.926424652,0.990542055,10.6728612,11.32628145,1121412090,6623.137975,1.436677174
51440,0.232920073,5.360124847,6.035148644,0.35512205,1.822967319,27.74401773,10.59846637,1120020252,14114.99992,2.301891898
64401,0.396689041,4.304317983,2.568595419,0.622277445,1.275161611,5.598237451,16.74414125,1129022464,9065.528231,0.756457326
3577,-0.393159322,4.884920399,3.600289214,3.312178352,1.236446252,5.317887681,6.1081417,1124956340,8724.71337,1.227667646
1360,0.581952782,5.83545119,3.693843903,1.925514184,0.93861169,10.01729411,11.28114624,1112719264,6194.93063,1.620712067
28008,-1.134063353,1.103002941,2.410325011,0.604085104,2.410345459,36.14330695,17.65623614,1134816613,19882.84819,0.325601754
70149,0.291649872,3.77176947,2.265379373,0.611940609,1.745073507,52.47974616,42.09706522,1111116471,13374.49757,2.330098701
27625,0.539678961,5.780953108,3.845287978,0.342477565,3.032113294,56.42233042,9.530459994,1114294875,26265.54644,1.807304801
81556,0.737383374,5.516158234,3.353759619,3.261630973,1.704139373,16.76895771,7.160176283,1113378658,12988.02295,0.461078416
55798,-0.099325396,4.852663132,2.686218845,4.655550196,0.75197899,10.43587492,6.253813738,1106471870,4709.250882,1.375716798
6787,0.508605743,3.36421778,2.042632658,3.367097216,2.982387122,30.34380876,20.09690568,1116012274,25746.53734,2.284251234
81188,0.015162434,5.794847217,3.562939089,6.014848143,2.164699933,9.158616236,6.951789749,1121051092,17434.60269,1.749566349
2429,0.364023882,3.058557169,0.347187322,3.128854712,2.278226038,11.71033942,15.49396011,1116728296,18560.19294,1.42196326
88939,0.401818126,3.840423386,5.69789731,5.205872026,1.889220153,23.61337471,5.463892801,1121517363,14749.85114,0.715901308
26156,-0.595311682,0.525704139,2.779082885,0.086646112,0.928511401,10.95695081,5.628323476,1126775620,6112.347383,1.056893292
92411,-0.848894995,5.251620976,5.511496393,5.162954052,0.63529393,6.665552118,19.84952525,1116180585,3828.786871,1.818944197
48103,-0.744830882,0.742425402,4.422740799,6.249528617,3.10684624,5.043910022,6.155093383,1122649497,27048.07132,2.047841311
66910,-0.213105906,2.474264189,4.61309163,5.220676619,0.718539347,23.60046684,10.38766967,1133890854,4452.79387,1.04350015
60198,0.257073489,1.500495361,1.136535377,0.925593614,1.664564781,8.890845221,8.055508755,1109262447,12616.20053,1.559011163
23407,0.539320973,5.900128542,0.710872907,5.300016452,2.687885544,6.101693776,39.29400383,1105716490,22701.85184,2.136325197
2397,0.168732256,5.198095007,5.260364753,4.396104924,0.916400544,8.01026675,6.622665898,1114313073,6013.634426,2.199382653
62362,-1.419670354,3.350032474,5.333991363,4.655413172,1.299716226,15.19065173,6.248714988,1123690635,9282.952864,0.721243294
3576,-1.135871163,3.765163505,3.45694479,5.517136402,0.565784299,15.76681724,7.213069951,1118900283,3324.715041,2.254324087
56946,-0.121882683,4.683690475,3.474971941,2.074113404,1.12053671,5.134872643,12.62218208,1132137387,7719.829675,2.085546129
36985,-0.32057982,1.493898785,0.126682261,2.220162783,0.871998618,5.333410845,20.06778214,1107934507,5654.680423,1.673821037
91964,0.29568382,2.382157793,1.835266502,3.429602536,0.744634588,19.58790852,20.99256591,1134225579,4652.652215,2.832139262
83496,-0.422838718,4.263282894,2.218614292,5.592896151,0.49604532,7.78287017,8.224535871,1127878369,2835.945777,0.208682682
74483,-0.692236804,5.313615066,0.5974924,1.729813819,1.163480011,7.683117871,30.82869415,1120847953,8089.325484,1.988058563
73882,0.533523541,5.284840162,3.928011835,4.761785769,1.377836805,11.60564736,5.291908797,1116821056,9980.963529,1.22480987
21271,-1.341028498,5.136258384,5.598560065,1.257959471,1.08627562,54.28909202,9.520035461,1118754152,7427.522573,2.568208056
88773,-1.319219767,2.597264896,2.980591123,1.671604855,1.264454006,18.13622883,5.949639544,1114253885,8971.020756,2.114700623
52879,1.139289819,6.219828048,4.726998079,0.56836881,3.946259449,13.26107574,6.357481851,1114887684,36020.29281,1.469039231
66915,-0.375104087,2.073950944,3.984091056,1.15473565,3.909360613,5.667963864,6.301949355,1133678604,35619.57387,2.527753987
12054,-0.256961057,2.436623579,1.352362719,1.895125507,2.637314896,5.428072139,9.027520478,1134491980,22184.35724,1.43309301
48120,0.15459933,1.023057673,5.855655286,2.12179367,1.334075182,5.07024355,6.471841102,1111186736,9588.796206,2.389066614
44427,0.10236303,2.781968094,4.63913635,4.513938634,2.198885889,32.21928678,6.783207173,1133948409,17772.44397,1.039025096
98235,-0.188903276,5.082818904,3.955460213,4.708222375,4.903559636,8.892234108,11.96949223,1111934612,46583.05232,1.169897364
17865,0.51933214,1.570702219,2.049976256,2.091745634,2.096841517,34.0906502,12.77763007,1133354763,16766.92156,0.918765763
80008,0.776411816,3.291191373,0.791065565,2.445935461,3.571434675,7.167432651,6.21793019,1115001583,31975.2318,1.801001243
67364,-1.459978694,2.174956483,0.256912853,4.534844986,1.156764938,5.855041749,6.313035568,1105716984,8031.323914,1.657563609
42464,0.379266318,4.557389893,3.555044619,5.204129854,0.861018558,13.89572975,19.96033898,1111606298,5566.64978,2.016992469
96562,0.412853727,0.724536313,4.015717334,1.883915006,1.869529717,13.96488553,20.4368089,1110291897,14560.70484,0.600953566
25844,-1.396983345,4.743580771,2.77950065,6.103182676,1.348361956,6.207776626,21.9922026,1116434148,9716.507401,0.472408178
44463,0.709783289,0.219942538,5.408234807,1.072771733,4.525532153,14.47750278,5.934948473,1130712651,42375.95735,1.868033659
14240,-0.521812665,4.809253843,1.158292796,3.783786896,3.937711874,6.787499128,42.95179442,1133784626,35927.4199,1.802853926
10863,0.752279996,3.105097909,4.343870429,0.745629545,1.243236838,27.13535823,18.67398549,1106967394,8784.311473,1.582365364
88720,0.732585954,4.242974206,1.969765462,6.231217414,3.112561905,16.46727528,9.520678044,1108654879,27108.04163,1.604828804
80765,0.930429702,3.460749982,1.230695748,5.560933612,1.693784863,18.25926633,15.91335828,1123019398,12890.56266,1.88552482
21592,-0.239600084,3.039197331,4.993546722,1.402355735,1.381131025,9.276455471,5.112959501,1119319692,10010.60077,2.617076293
39567,0.487439249,2.711314129,4.076416475,5.140283463,2.002023921,10.81313953,21.12076325,1108390033,15840.76714,2.232644361
60126,0.119763915,4.330618595,1.051249494,1.099690894,3.012986727,10.1632514,10.56466379,1105618744,26065.75575,1.464745578
66344,0.399781386,4.723845766,2.614513317,2.137738892,2.73187796,13.72268902,7.68582941,1110931267,23153.35082,0.646507699
21652,-1.360652628,4.581943849,3.706562354,2.550404408,1.384179455,9.984090328,13.26614607,1126899800,10038.04101,1.343155576
23618,-1.170105416,5.423349976,5.860146469,0.786087046,2.218456058,5.762467983,26.0140565,1109067712,17966.27937,1.409533679
80730,0.133261123,4.72380022,5.643554023,2.164391874,0.752513111,7.675375327,7.27841628,1131332036,4713.372926,1.096964811
53994,-0.904522976,3.401932304,5.578149846,5.779855805,2.340318203,7.904870712,7.112379715,1123815542,19180.15345,2.237011731
5894,-0.259729226,1.183975457,1.657453204,1.584496605,1.414789613,39.81232264,6.806175341,1115557673,10314.32972,0.465502205
91590,-0.54574277,5.290637655,1.153603411,1.603680989,1.585052025,23.85008956,6.72024482,1129696451,11874.75895,1.394984837
60181,0.882723498,1.242208101,5.377620521,4.341176815,1.869887024,30.96837717,24.34438416,1107453137,14564.13363,1.059408962
64634,-0.041957914,4.79451372,2.062292381,5.313043119,1.823935646,25.20402874,31.56269531,1114446570,14124.24608,0.957099874
69381,0.69969533,2.577104037,0.321727496,6.093357826,1.562627749,5.361057988,38.74577701,1108128483,11667.0633,2.52227633
93714,-0.035233383,3.936090785,2.823497652,3.670449026,6.115795718,7.206972991,23.48447444,1124345321,60334.86677,1.88486983
70773,-0.604647878,3.403075561,5.888523836,2.621996661,0.624925935,8.627899906,9.252380768,1105881401,3752.583221,0.687223609
45901,-0.149803489,3.165314615,4.589027667,4.910279115,4.250853726,5.122694793,12.20710536,1107963485,39347.59033,0.695760437
45652,-0.531243011,2.855431611,2.906979495,4.254246869,0.622441999,17.58490647,5.288185396,1110228213,3734.378297,1.145242863
69762,0.132431526,6.154744851,2.190085299,6.25029729,5.419663278,46.51730434,21.59065545,1115657065,52392.83148,2.209459675
91530,-0.42246838,2.323793344,0.625931989,1.310344831,1.206034082,6.931375241,7.212764398,1133850152,8458.75875,1.054062735
87333,-0.211571264,1.075683471,5.876147744,0.805334412,1.993035959,12.21401828,5.601275947,1112716729,15753.40041,1.714827475
81390,0.271408388,4.45816495,3.618858685,2.817174147,1.698064257,17.33856021,24.96007393,1122304101,12930.82694,1.863963543
92605,-0.609914349,4.069730761,5.871528321,4.955962656,1.278673384,14.69380797,13.90412166,1134292948,9096.564516,0.926399201
33455,0.536927768,4.409876397,1.127271632,3.952324365,1.093742012,5.810282758,7.81219679,1119139511,7491.031682,1.356300699
11821,0.490397835,4.029284755,1.433750045,6.075228462,2.240934023,10.13527454,23.94635958,1124982509,18189.29959,2.713733958
31685,-0.416414295,6.280111983,5.551377314,0.516147938,4.076088551,49.34802726,10.40156184,1132165341,37434.34634,1.382983921
24711,-0.77949568,5.264515567,6.113019216,5.976257314,2.234181548,6.965448215,9.720997409,1125998316,18122.26051,0.907058873
60702,0.584813565,1.726659609,1.030854698,1.458499129,1.195807437,25.47108926,27.94661675,1121636136,8369.684652,1.60237745
20524,0.311706942,3.188739791,2.494667939,5.523437429,1.203867841,21.36174625,25.98965695,1114044800,8439.875593,1.573617886
77262,0.24885593,0.679375152,3.624794303,2.23377817,1.521339566,32.55057794,5.530109208,1126553288,11286.32886,0.844823187
78117,0.242480234,0.374474636,0.334068587,0.286758587,1.589369631,6.733353315,8.87295403,1104771231,11914.82144,1.382469437
52607,-0.799688753,0.121910884,2.239201788,0.031143886,2.740431098,42.46710668,40.518167,1130796247,23241.27288,2.808506214
6055,0.856955435,4.436574778,4.640975192,4.139116422,2.051690094,14.68221565,18.3583538,1121817276,16324.88391,0.80940747
88788,1.179370337,2.012630886,2.558310416,6.025224284,2.57482866,32.16068673,20.37988859,1134664110,21547.22918,1.38159011
97299,0.514790439,0.98250146,5.774072838,1.667665432,2.620804055,8.536582176,7.210611025,1125821757,22015.75797,2.228389021
52949,-0.003864222,6.123368157,1.846035179,5.764421555,1.112268993,17.75287623,9.304502044,1133898234,7649.086281,1.149355022
12570,0.300221936,1.594670692,2.141298829,5.355840522,1.467044245,5.694522601,18.20569045,1131598133,10789.07276,2.111437082
55103,0.02578703,5.73980573,0.149553982,0.642304797,0.729230224,11.18558472,39.03032009,1110671077,4534.436896,1.259894889
12185,0.417804931,0.897522937,2.228740081,4.275766464,2.343824456,7.873156888,28.94180233,1108053158,19215.24994,1.533306256
10447,0.207294654,4.722850895,4.192418657,1.048616784,1.259258052,11.83145486,11.72584084,1126192270,8925.227921,1.897321063
59095,0.540297987,5.768575672,6.202196301,4.942304686,1.857951711,5.118892224,12.77529974,1110093313,14449.66968,0.295282722
61013,-0.296804832,5.046666082,5.777293417,0.005918892,1.769303762,24.55293878,5.945344901,1132837510,13604.14185,3.017795587
90446,-0.057361791,3.305050204,3.768608486,1.706430175,2.090693768,52.47223972,7.394009471,1106392629,16706.62838,0.063560935
66479,-0.630226027,2.66159825,5.864218661,1.463922859,3.437743678,28.44772061,6.613430833,1112041700,30546.93062,1.577887598
97214,0.140899636,5.851798116,1.457857067,0.204243502,2.51937264,5.830051251,7.530354185,1105133140,20983.97328,2.467754627
75928,0.612933935,4.08104971,0.709263772,3.251638781,1.693500256,15.93567804,6.332482956,1128806343,12887.88557,0.117987109
67929,-0.990257272,2.465510539,5.892380732,3.272133314,1.438485978,24.22250498,8.680002604,1111689557,10529.14004,0.861675474
35250,1.23573768,5.014386484,5.41311131,1.866782059,0.668470724,6.275379074,14.46503607,1120616733,4074.931886,0.948975696
95045,0.083318279,5.460948764,5.404720158,2.684312404,1.198616517,15.84177998,36.83472519,1116472711,8394.133581,1.70684344
55976,0.103534113,2.02268641,3.819049845,5.356316119,0.818921588,48.65872185,21.02722111,1112592684,5231.942071,1.354456313
76626,0.841874489,3.727265522,4.29057915,0.997340256,1.53049873,5.881007265,10.93133405,1119374164,11370.59835,0.022658729
81209,-0.037546094,6.276684738,0.128969675,2.162346885,1.196797236,12.48213158,6.029011077,1105560636,8378.297828,1.908287847
57956,1.067073745,3.54672971,5.923089426,2.946525181,4.15387199,39.54872636,19.51086114,1129411898,38284.52846,1.788817087
32699,0.757280657,4.434105861,4.408390379,2.070798767,1.70401412,12.88830593,5.450951301,1119822287,12986.84329,2.569445565
65002,0.120121767,1.043217156,5.143848229,4.899808709,3.799988882,8.028684843,41.84508151,1119919752,34434.94189,1.125181442
46833,-1.39195175,0.77782111,3.528344376,0.029343438,2.310739655,5.394281792,5.440474314,1114548656,18884.45462,2.1690157
60084,-0.799810729,2.761977947,5.471992315,1.183810603,3.777728735,9.801977197,10.94572471,1123806305,34194.42255,1.258185125
32048,-1.094396415,3.289269256,3.819856879,4.726847133,3.921356965,7.021575893,8.164155399,1130632822,35749.79566,2.173026543
59049,0.537633199,3.417941102,6.218483139,4.344885363,2.256813954,31.32573143,7.135091565,1126263668,18347.10073,1.674798236
96475,-0.514023458,3.129686148,3.913525258,2.700688503,1.327137507,45.2485206,5.154865151,1113212838,9526.892687,1.110205451
46958,-0.460928381,2.386333521,3.540820135,6.209944635,1.663881597,6.104146121,8.844732111,1116380425,12609.79769,2.044641122
22320,-0.465618479,5.047509651,2.715028955,4.366021216,1.995348287,10.75015105,6.358529456,1124429876,15775.87001,1.954386703
49954,-0.99685017,5.874418346,4.066149697,5.830657903,0.517425453,12.74057311,9.892279982,1124172535,2983.896014,2.000516404
41138,1.38817876,3.129120804,5.788873496,3.841755186,1.6225157,7.923037419,46.88318597,1132460106,12223.14637,0.877960916
43199,-0.205208828,0.097020563,3.231466399,2.988472921,2.298747696,6.999082438,13.54007293,1128879275,18764.76184,1.576964974
60911,-0.159035328,2.081266603,1.41956588,5.974737532,0.798961156,6.100035003,10.97592314,1119563751,5074.832794,1.520998561
15303,-0.821396356,5.855097554,0.085889568,0.700077739,2.38211495,7.004283184,30.39264986,1105251603,19599.12797,0.977869909
39544,-0.44139617,0.981700561,3.802516149,0.963981033,1.013704786,6.642745359,27.43263241,1130363024,6816.023418,1.473970668
92001,-0.367284116,0.775030347,5.980345702,6.274851316,1.402450319,22.69696066,12.75256915,1124283975,10202.7908,1.750803096
71937,-0.578902325,5.040492354,1.174303428,5.481124144,0.525248649,7.338126972,9.822362217,1134944477,3038.457714,1.97220666
1677,0.596530565,1.800075102,3.137678819,1.940759691,1.54677724,6.917368634,7.014218763,1126646502,11520.63938,1.512932967
72361,-0.083195913,3.407940012,4.427354174,4.548236758,2.695643567,6.41194557,11.36764103,1125207263,22781.38491,1.375831877
41591,-0.452357369,2.907564604,5.208806859,0.417327093,1.186813659,6.471462174,12.52047923,1108049218,8291.500096,1.728566131
56399,-0.653881303,3.978519035,2.278772621,5.938183072,1.112786156,21.97985689,10.99960488,1105657766,7653.507631,1.213495004
66638,0.422036092,1.147435611,4.44299026,1.278991492,1.359096982,41.28707569,13.32675709,1110210653,9812.673653,1.334173425
98121,-0.168771607,1.422433272,5.126939397,5.527782327,3.936877469,7.226475183,27.49469041,1132410558,35918.35526,1.178311134
64172,0.67268334,5.1837359,0.568511371,4.027727921,2.445618795,6.450952966,6.901745543,1104662060,20238.16675,1.966675141
52883,-0.101084993,1.494018159,4.967725025,3.783520212,4.097662209,5.430634369,9.486117458,1112801175,37669.92792,2.569365784
43025,0.702689295,0.645283346,2.186722732,5.270173882,0.915118783,29.47693496,11.00686802,1124820672,6003.206976,0.684096657
91284,-0.864823517,3.101213183,5.790558218,3.217171294,2.712052101,25.90379379,7.412303273,1126972415,22949.72564,0.464206768
32146,-0.846173753,1.373517155,2.704656593,2.859418673,1.873028769,5.100079342,28.82836008,1116796891,14594.28816,0.413391137
88675,0.138810064,3.563537993,3.259165244,3.466749933,1.769870822,5.79717441,10.18290676,1133865037,13609.5239,2.384105661
83879,0.233914644,5.479093583,4.826135161,3.704074307,1.528384773,7.073697787,5.448677971,1117319324,11351.13901,1.414057475
70072,-1.255060064,2.871692245,2.396373512,3.897259858,5.489947373,13.74543623,7.030586942,1131578685,53189.44066,2.041444055
80427,0.848230589,4.907910346,5.52860071,5.766319992,1.54721036,5.135677692,6.424659401,1104413769,11524.63618,2.483239451
47732,0.050699656,0.403000826,1.220929688,6.27214403,0.573313409,16.77609591,12.56685278,1107915979,3378.524885,2.359209158
10431,-0.028775417,2.774570315,3.970070847,4.07149391,1.630632448,12.61974093,38.2485626,1127921515,12298.85284,0.578928707
51379,0.320692521,1.701710489,5.818024497,5.5779638,2.877527984,11.09805945,7.037965691,1135615427,24656.61131,1.663907385
30507,0.08321199,0.986100764,4.066774111,1.216541509,1.957006676,8.295060728,26.68930997,1119402454,15403.94266,1.766121211
30407,-0.504173988,0.265366464,5.186545712,3.171096093,3.265149523,5.795748742,15.52183053,1106507145,28715.23216,0.676246565
39706,0.191854876,3.098306586,3.697059522,1.611738601,1.508868028,10.58530435,5.131082187,1123268427,11171.76103,1.542764768
69993,0.753576617,2.72872816,2.592404201,3.511965093,0.950557276,10.26665518,9.638729788,1119505638,6292.900776,2.135506157
62632,-0.649033935,5.809308829,3.039353521,3.237193527,5.853568861,17.73229142,6.530996244,1122627212,57329.97628,1.891030463
91390,-0.008878584,3.832606776,1.87784952,5.696727674,1.431761113,44.03431065,21.39631071,1121845462,10468.09735,0.271628943
25080,0.012009419,1.271718043,1.250564594,6.232854118,1.843425547,10.60787901,7.754515197,1127372001,14310.55506,1.229099028
63402,0.741342039,3.738579749,2.29425924,4.501906573,1.012087922,5.309590079,36.9895151,1110280850,6802.522252,2.851830682
34168,0.463868273,5.693665992,1.91193981,0.831348951,2.040346924,15.91533498,5.676131367,1131167779,16214.11924,2.791443504
2862,-1.463986898,3.282097791,0.445814454,5.540048273,1.444504209,15.98817897,11.01193252,1109867389,10583.82248,0.890072853
57825,-1.332462896,1.499223451,5.029335552,0.319374684,1.368131154,6.387615055,5.571523802,1129298070,9893.738,2.156262655
72776,0.506312186,0.551909079,0.279449724,0.181811187,2.769978096,41.47182081,5.614310681,1134659175,23545.34831,2.183445421
17873,-0.249670673,4.998977046,1.985810045,0.916957038,1.707474334,6.8603922,24.008135,1106257753,13019.43885,2.392646281
9728,0.809418054,6.190985741,0.765555029,1.657855192,1.032205823,12.79488028,14.65231517,1128104027,6970.899649,1.700783514
35441,0.510032021,3.376698094,2.306971781,2.724733108,1.377622848,10.82960412,5.483660116,1135446075,9979.039165,0.71793222
43458,0.378119427,4.92750529,3.58367439,3.673216214,1.419727296,8.516522641,5.252991905,1127660690,10359.02443,1.380815643
51688,0.13804709,5.154087237,4.913173939,6.11123185,2.524506295,39.17992554,48.31633731,1110696418,21036.02664,1.243463266
30843,-1.00987181,1.034425028,5.060037545,4.497003424,2.753190963,6.064623852,22.80244289,1129010033,23372.52202,0.990442954
47439,1.303618038,3.727703705,1.361627386,2.320276279,1.759605285,7.075872765,5.467346702,1118994747,13512.14645,0.634887474
48943,1.278672912,5.386995873,4.604109704,5.481531263,0.966104385,5.18144548,10.31321765,1109072538,6420.887415,2.284908896
63587,-0.463557914,5.265800568,3.92629525,6.092725132,1.396782146,6.048585801,6.869630493,1114156479,10151.62825,2.56217852
52334,-0.195767241,1.217884587,3.765750538,2.223871597,1.68374592,8.034859825,24.43592234,1119118041,12796.19022,0.183163231
